|id|date|time|tweet|cleaned_text|Subjectivity|Polarity|Analysis_Polarity|Analysis_Subjectivity|label
1744|1.55365E+18|31-07-2022|3.35.02|@dknoli76 @ThinkDeeper71 @MalcolmNance Russia being the only country to have used and actively use PFM-1 mines, with Belarus having a stockpile of them (that was announced in 2017). So you’re saying Russia and Belarussia is giving Ukraine their weapons?|russia country used actively use pfm1 mine belarus stockpile announced 2017 saying russia belarussia giving ukraine weapon|0.6|-0.133333333|Negative|Opinion|spam
1752|1.55364E+18|31-07-2022|3.31.41|@ThinkDeeper71 @MalcolmNance Russia being the only country to have used and actively use PFM-1 mines, with Belarus having a stockpile of them (that was announced in 2017). So you’re saying Russia and Belarussia is giving Ukraine their weapons?|russia country used actively use pfm1 mine belarus stockpile announced 2017 saying russia belarussia giving ukraine weapon|0.6|-0.133333333|Negative|Opinion|spam
1823|1.55364E+18|31-07-2022|3.11.35|"@PecinskiR @blingusbogus It was resolved without war in 2014, when local ""elites"" agreed to stop protests in exchange for making Lugansk and Donetsk as republics inside of Ukraine. At that moment when Kremlin understood that issue was settled and there wi"|resolved without war 2014 local elite agreed stop protest exchange making lugansk donetsk republic inside ukraine moment kremlin understood issue settled war separatist russia invaded|0|0|Neutral|Fact|spam
1843|1.55364E+18|31-07-2022|3.07.09|Russia is terrorist number #1 in the world!!! Stop war in Ukraine. They killed 29.07.2022 50 prisoners!!! Mourning throughout Ukraine|russia terrorist number 1 world stop war ukraine killed 29072022 50 prisoner mourning throughout ukraine|0|-0.2|Negative|Fact|spam
1856|1.55364E+18|31-07-2022|3.04.20|@AstroTerry @MaxBoot Russia has 4000 nukes did you forget that? Did you also forget the 15000+ Russians the Ukranians wiped out since 2014?  All Ukraine had to do is agree not to join Nato and all this war would have been avoided|russia 4000 nuke forget also forget 15000 russian ukranian wiped since 2014 ukraine agree join nato war would avoided|0|0|Neutral|Fact|spam
1897|1.55364E+18|31-07-2022|3.01.20|📸Журналіст Politico Крістофер Міллер опублікував фото Maxar з місця трагедії в Оленівці.  Фото зроблені за 27 липня та аналогічні фото за 30 липня. У центрі зображення видно барак, у якому загинули понад пів сотні українських полонених бійців. via  https://t.co/ZbDmuZqfV5   …  https://t.co/a8BfLQm9z7| журналіст politico крістофер міллер опублікував фото maxar з місця трагедії в оленівці фото зроблені за 27 липня та аналогічні фото за 30 липня у центрі зображення видно барак у якому загинули понад пів сотні українських полонених бійців via |0|0|Neutral|Fact|spam
1914|1.55364E+18|31-07-2022|3.01.09|🔥 Вже - 40 830 окупантів!   Загальні втрати росіян за час повномасштабного вторгнення в Україну:    - особового складу ‒ близько 40830 (+160) осіб ліквідовано, - танків ‒ 1763 (+4) од, - бойових броньованих машин ‒ 4004 (+9) од, - артилерійських систем – 916 (+10) од, - РСЗВ…  https://t.co/p1EvvOkWu6| вже 40 830 окупантів загальні втрати росіян за час повномасштабного вторгнення в україну особового складу близько 40830 160 осіб ліквідовано танків 1763 4 од бойових броньованих машин 4004 9 од артилерійських систем 916 10 од рсзв |0|0|Neutral|Fact|spam
1927|1.55364E+18|31-07-2022|3.00.08|@NwaigweChinedu3 @Mazeekings1 @HMPowerNG @MBuhari @ProfOsinbajo @sadiqatfifty @GarShehu @FemAdesina @toluogunlesi @BashirAhmaad @Buharisallau1 We have 3 phases. Each phase will be for 2 years. The coronavirus pandemic disrupted the commencement back in 20|3 phase phase 2 year coronavirus pandemic disrupted mencement back 2019 sadly life started back early 2022 possibility ship item amp fabricate plant yard russia started war ukraine february 24 year|0.325|-0.1|Negative|Opinion|spam
1975|1.55363E+18|31-07-2022|2.45.15|Not “50 million going hungry because of the war in Ukraine.” Its “50 million people going hungry because of Russia’s blockade of grain export/Russia’s war on Ukraine”. There I fixed it 4 you. It’s actually “Russia’s war on the world” but I can see you’re not able to see that yet.|50 million going hungry war ukraine 50 million people going hungry russia blockade grain exportrussia war ukraine fixed 4 actually russia war world see able see yet|0.308333333|0.2|Positive|Opinion|spam
1984|1.55363E+18|31-07-2022|2.42.19|"July 31, 2022. Russia has formed an ""Axis of Evil"" with 13 other nations. War games training will begin in August. Only NATO air power bombing can save Ukraine and others now."|july 31 2022 russia formed axis evil 13 nation war game training begin august nato air power bombing save ukraine others|0.7|-0.7|Negative|Opinion|spam
1991|1.55363E+18|31-07-2022|2.38.47|Russia's ongoing war in Ukraine has yet to notably impact its own grain exports, which Russia actually expects to increase in the 2022-2023 agricultural season.   https://t.co/OjzkjcWFV6|russia ongoing war ukraine yet notably impact grain export russia actually expects increase 20222023 agricultural season|0.3|0.25|Positive|Opinion|spam
2019|1.55363E+18|31-07-2022|2.28.14|@Gemini_UK_1981 @IntelDoge Ukraine has been at war with Russia since 2014|uk1981 ukraine war russia since 2014|0|0|Neutral|Fact|spam
2044|1.55363E+18|31-07-2022|2.19.41|@UnitedAfrika07 @UtomiGabriel @Da1stPlanner The project commenced in 2020 with the AKK pipeline project to deliver gas to Kano in 2023  From Kano it will proceed via Niger to Algeria, billed to be completed in 2024  When did the Russia Ukraine war start a|project menced 2020 akk pipeline project deliver gas kano 2023 kano proceed via niger algeria billed pleted 2024 russia ukraine war start|0|0|Neutral|Fact|spam
2124|1.55362E+18|31-07-2022|1.51.10|@uptowng05091211 @latrisdream @MasterPeeZ @woye1 When u're not informed u're bound to think badly. Check @GunDeaths u'll see that USA is in a deep shit in internal security. Except u find a way to explain over 11k gun violence deaths in just 7months of 20|ure informed ure bound think badly check ull see usa deep shit internal security except u find way explain 11k gun violence death 7months 2022 even ukrainerussia war hasnt recorded 11000 death gunviolence usa|0.466666667|-0.225|Negative|Opinion|spam
2133|1.55362E+18|31-07-2022|1.46.15|@mike323a @anglosaxon1989 @EvropaDestiny @RichardBSpencer @LabourPatriot @hiddenstasis @Gregsimmons_1 @CPikaia @Vetreyal1 @EurasianChad @HanJahr @ChadLink4 And this has to do with Ukraine how exactly? Tensions between Ukraine and Russia only increased aft|1 ukraine exactly tension ukraine russia increased 2014 leading war 2022 time relation russia u declined significant event happened 2014|0.5625|0.3125|Positive|Opinion|spam
2146|1.55362E+18|31-07-2022|1.42.52|Some time it feels universe is self correcting,   that people go on war like Ukraine-Russia, India-China or face famine, food shortages like in Sri Lanka or corona, pox pandemic   to keep the 8 billion population count at the same level for another 100 years|time feel universe self correcting people go war like ukrainerussia indiachina face famine food shortage like sri lanka corona pox pandemic keep 8 billion population count level another 100 year|0|0|Neutral|Fact|spam
2185|1.55361E+18|31-07-2022|1.19.22|@fola_salako @VictorUmeadi @channelstv Inflation was 9% in March 2015 and by November 2015 it jumped to 17% and 18% in 2016. Was there COVID in 2016 or was there Russia Ukraine war then?|salako inflation 9 march 2015 november 2015 jumped 17 18 2016 covid 2016 russia ukraine war|0|0|Neutral|Fact|spam
2198|1.55361E+18|31-07-2022|1.15.25|@ghostlytom @trussliz @Conservatives Trade war with worlds most successful  trading block. As World will pick UK65 M folk where 40% fuel poverty Over EU and international FT deals with 650m 2020 last OECD 20 2022 19/20. Russia last. Disgrace Lies Virtue S|trade war world successful trading block world k uk65 folk 40 fuel poverty eu international ft deal 650m 2020 last oecd 20 2022 1920 russia last disgrace lie virtue sig ukraine party russia eu 12m refugee uk 12k oligarch|0.270833333|0.1875|Positive|Opinion|spam
2210|1.55361E+18|31-07-2022|1.10.06|@srdjardja @Shanereaves4 @War_Mapper And I believe in pixies and fairies. I’ll make a prediction ! Russia will face a civil war in the near future having lost 50% of its weaponry and armed forces . That’s if a coop doesn’t happen first and remove Pu|mapper believe pixy fairy make prediction russia face civil war near future lost 50 weaponry armed force coop happen first remove putin corrupt government russia stopped ukraine|0.464583333|-0.0375|Negative|Opinion|spam
2236|1.55361E+18|31-07-2022|1.00.33|Remember, the war in Ukraine didn't start on February 24, 2022 - it started in 2014 with the Maidan coup, and even before that with the 2004 Orange Revolution. Both color revolutions were run out of London and Washington. Both targeted Russia.|remember war ukraine didnt start february 24 2022 started 2014 maidan coup even 2004 orange revolution color revolution run london washington targeted russia|0|0|Neutral|Fact|spam
2247|1.55361E+18|31-07-2022|0.54.31|Modeled after the 1940s Lend-Lease Act that allowed #USA to arm the #allied #powers during #WorldWarII, the bill resembles a recently passed #legislation aimed at boosting #weapons #shipments to #Ukraine as part of a #US-led #war effort against #Russia.|modeled 1940s lendlease act allowed usa arm allied power worldwarii bill resembles recently passed legislation aimed boosting weapon shipment ukraine part usled war effort russia|0.25|0|Neutral|Opinion|spam
2284|1.5536E+18|31-07-2022|0.38.09|@MitchYo34370477 @Alin_Clau @ArtyomLukin @mitica_g Democracy specifically in Russia was not mentioned in our talk ...  ... what I mentioned is that Ukraine from 2014 in war with #2 World Army that spent 609 bln $ for interference in internal affairs  http|clau g democracy specifically russia mentioned talk mentioned ukraine 2014 war 2 world army spent 609 bln interference internal affair affected democracy ua although still high|0.213333333|0.02|Positive|Opinion|spam
2376|1.55359E+18|30-07-2022|23.50.07|VIVIDESIGN Group -  Saturday, July 30. Russia’s War On Ukraine: News And Information From Ukraine  https://t.co/ubu6n0egSJ  - Call 270-723-3650  https://t.co/8A8rAikhdc|vividesign group saturday july 30 russia war ukraine news information ukraine call 2707233650|0|0|Neutral|Fact|spam
2383|1.55359E+18|30-07-2022|23.47.02|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2384|1.55359E+18|30-07-2022|23.46.50|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2385|1.55359E+18|30-07-2022|23.46.40|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2387|1.55359E+18|30-07-2022|23.46.30|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2388|1.55359E+18|30-07-2022|23.46.19|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2389|1.55359E+18|30-07-2022|23.46.10|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2391|1.55359E+18|30-07-2022|23.46.01|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2392|1.55359E+18|30-07-2022|23.45.52|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2393|1.55359E+18|30-07-2022|23.45.40|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2394|1.55359E+18|30-07-2022|23.45.32|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2395|1.55359E+18|30-07-2022|23.45.23|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2396|1.55359E+18|30-07-2022|23.45.14|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2397|1.55359E+18|30-07-2022|23.45.02|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2399|1.55359E+18|30-07-2022|23.44.52|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
2400|1.55359E+18|30-07-2022|23.44.43|Russia-Ukraine War Map: 7/31/2022|russiaukraine war map 7312022|0|0|Neutral|Fact|spam
